"﻿""Keyword""",SERP features,Volume,KD,CPC,servicesartisans.fr/: URL,servicesartisans.fr/: Organic Position,servicesartisans.fr/: Organic Traffic,servicesartisans.fr/: Ad title,servicesartisans.fr/: Ad display URL,servicesartisans.fr/: Ad description,servicesartisans.fr/: Ad block,servicesartisans.fr/: Ad position,servicesartisans.fr/: Paid traffic,pagesjaunes.fr/: URL,pagesjaunes.fr/: Organic Position,pagesjaunes.fr/: Organic Traffic,pagesjaunes.fr/: Ad title,pagesjaunes.fr/: Ad display URL,pagesjaunes.fr/: Ad description,pagesjaunes.fr/: Ad block,pagesjaunes.fr/: Ad position,pagesjaunes.fr/: Paid traffic,travaux.com/: URL,travaux.com/: Organic Position,travaux.com/: Organic Traffic,travaux.com/: Ad title,travaux.com/: Ad display URL,travaux.com/: Ad description,travaux.com/: Ad block,travaux.com/: Ad position,travaux.com/: Paid traffic,izi-by-edf.fr/: URL,izi-by-edf.fr/: Organic Position,izi-by-edf.fr/: Organic Traffic,izi-by-edf.fr/: Ad title,izi-by-edf.fr/: Ad display URL,izi-by-edf.fr/: Ad description,izi-by-edf.fr/: Ad block,izi-by-edf.fr/: Ad position,izi-by-edf.fr/: Paid traffic,Updated
foire de paris,"Sitelinks, People also ask, Local pack, Thumbnail, Video preview",54000,2,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/55897316,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 19:03:05
bureau de tabac,,53000,0,,,,,,,,,,,https://www.pagesjaunes.fr/activites/bureaux-de-tabacs.html,3,849,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 11:55:15
photoweb,"Sitelinks, Video preview",53000,2,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/08746045,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 11:03:33
parapharmacie leclerc,"Sitelinks, Local pack",53000,14,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/61259185,10,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 10:33:55
bricot depot,"Sitelinks, Local pack, Video preview",53000,2,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/55232504,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 10:58:47
beauty success,"Sitelinks, Local pack, Video preview",52000,4,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/57191566,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 17:43:11
pacific peche,,52000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/activites/pacific-peche.html,5,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 20:12:35
thiriet,"Sitelinks, People also ask, Knowledge panel, Video preview",51000,0,0.43,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/thiriet.ce,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 21:40:14
jardinerie,"People also ask, Thumbnail, Bottom ads, Video preview",50000,74,0.12,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/jardineries-vegetaux-articles-de-jardin,1,5503,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 04:06:22
bricolage,"Thumbnail, Video preview",49000,67,0.12,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/magasin-bricolage-ouvert-maintenant,8,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 12:53:22
pages blanches particuliers,,49000,14,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches,1,55567,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 01:45:14
citya,"Sitelinks, Local pack, Video preview",49000,9,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/02386998,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 15:28:43
noz,"Sitelinks, Local pack, People also ask, Thumbnail, Video preview",49000,6,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/rhone-alpes/noz,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 18:19:35
angiologue,"People also ask, Knowledge panel, Video preview",48000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/medecin-angiologue,4,2043,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:29:36
fikfak,Sitelinks,47000,22,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/laurent.fikfak,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 10:52:59
annuaire inversé gratuit,,47000,16,0.17,,,,,,,,,,https://www.pagesjaunes.fr/annuaireinverse,1,18362,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 06:17:38
ars occitanie,"Sitelinks, Local pack, People also ask, Top stories",47000,46,0.36,,,,,,,,,,https://www.pagesjaunes.fr/pros/00907987,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 04:15:42
ebay france,Sitelinks,46000,2,0.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/08456272,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 21:44:56
retif,"Sitelinks, Local pack, People also ask, Thumbnail",46000,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/05323829,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 15:04:20
uneo,"Sitelinks, Local pack, Thumbnail, Video preview",46000,1,0.62,,,,,,,,,,https://www.pagesjaunes.fr/pros/05237386,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 11:47:15
controle technique autour de moi,"Top ads, Local pack, People also ask, Sitelinks, Thumbnail, Video preview",45000,4,0.41,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/controle-technique-de-vehicules,2,8573,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 18:39:35
la centrale auto,Sitelinks,45000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/59085928,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 03:40:14
lidle,,45000,4,0.07,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/marseille-13/lidl,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 21:35:02
calzedonia,"Sitelinks, Local pack, Video preview",44000,39,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/ile-de-france/calzedonia,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:14:45
convergence montpellier,,44000,1,1.39,,,,,,,,,,https://www.pagesjaunes.fr/pros/09423195,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 15:23:18
courrier picard,"Sitelinks, People also ask, Thumbnail",44000,8,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/00311018,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 00:33:31
pitaya,"Sitelinks, Local pack, People also ask, Thumbnail, Video preview",44000,2,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/60290494,9,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 18:51:25
pharmacie à proximité,,43000,0,0.20,,,,,,,,,,https://www.pagesjaunes.fr/activites/pharmacies.html,7,482,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 18:32:52
easycash,"Sitelinks, Knowledge panel, Video preview",43000,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/aquitaine/easy-cash,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 08:39:38
priceminister,Video preview,42000,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/53757016,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 02:41:27
agrizone,"Sitelinks, People also ask, Knowledge panel",42000,2,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/55830884,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 21:28:41
hyper u,"Sitelinks, Local pack, Top stories, Thumbnail, Video preview",42000,40,0.31,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/limousin/hyper-u,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 11:30:47
4 murs,,42000,0,0.32,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/ile-de-france/4-murs,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 02:02:51
magasin bricolage,"Thumbnail, Video preview",42000,82,0.07,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/bricolage-outillage,4,2131,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 13:04:26
orange sport,"Sitelinks, Video preview, People also ask",42000,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/orange-84/sport-mnemo,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 13:10:09
auto ecole,"Local pack, Video preview",42000,34,1.03,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/auto-ecoles,2,7561,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 05:22:47
marie blachere,"Local pack, Sitelinks, People also ask, Video preview, Thumbnail",42000,9,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/57271578,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 00:58:51
cedeo,"Sitelinks, Knowledge panel, Video preview",42000,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/activites/cedeo.html,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 12:10:47
electrodepot,"Sitelinks, Local pack, Video preview",41000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/64218326,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 00:23:23
tabac ouvert actuellement,"Sitelinks, Video preview, Thumbnail",41000,49,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/bureau-de-tabac-ouvert-maintenant,1,2803,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 07:18:57
agpm,"Sitelinks, Local pack, Video preview",41000,1,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/53712709,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 01:17:53
armurerie auxerre,,41000,0,0.59,,,,,,,,,,https://www.pagesjaunes.fr/pros/01673113,2,1216,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 13:01:46
fitness boutique,"AI Overview, Thumbnail",40000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/paris-75/fitnessboutique,5,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:26:40
contrôle technique,"Local pack, People also ask, Video preview",40000,43,0.48,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/controle-technique-de-vehicules,5,1851,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 20:20:13
mondial tissu,"Sitelinks, Local pack, People also ask, Video preview",40000,5,0.01,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/auvergne/mondial-tissus,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 21:43:57
nicolas waldorf,"People also ask, Thumbnail, Video preview",40000,3,0.24,,,,,,,,,,https://www.pagesjaunes.fr/pros/55453227,9,1295,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 12:06:35
objectif code,"Sitelinks, Local pack, Video preview",40000,2,0.51,,,,,,,,,,https://www.pagesjaunes.fr/pros/62863277,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 14:56:43
la halle,"Sitelinks, Local pack, People also ask, Thumbnail",40000,44,0.08,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/ile-de-france/la-halle,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:14:45
es,"Sitelinks, People also ask, Video preview",40000,2,0.44,,,,,,,,,,https://www.pagesjaunes.fr/pros/56809450,8,550,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 07:10:32
laboratoire autour de moi,"AI Overview, Thumbnail",40000,4,0.18,,,,,,,,,,https://www.pagesjaunes.fr/activites/laboratoire-analyse-de-sang.html,7,2975,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 04:51:03
notaire,"People also ask, Thumbnail, Local pack, Video preview",39000,41,0.18,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/notaires,9,26,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 17:27:09
neurologue,"Local pack, People also ask, Video preview",39000,0,0.21,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/neurologue,8,1033,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 18:52:44
courrir,"Sitelinks, Local pack, People also ask, Video preview",39000,7,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/07940901,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 16:52:47
psychiatre,"Local pack, People also ask, Video preview",39000,2,0.52,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/psychiatre,10,287,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 03:20:35
annuaire pages blanches,,39000,16,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches,1,49421,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 16:18:08
espace des marques,"Sitelinks, Local pack, Video preview",39000,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/50398563,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 11:16:28
jonquille,"People also ask, Knowledge panel, Thumbnail, Video preview",39000,6,0.17,,,,,,,,,,https://jardinage.pagesjaunes.fr/plante/voir/1235/jonquille,10,164,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 09:40:27
bureau vallee,,38000,3,0.02,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/nord-pas-de-calais/bureau-vallee,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 18:40:51
magasin ouvert,"Knowledge card, People also ask, Knowledge panel",38000,8,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/gard-30/supermarche-ouvert-maintenant,6,433,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 23:46:41
serrurier,"Local pack, People also ask, Thumbnail, Video preview, Sitelinks",38000,12,5.28,,,,,,,,,,https://www.pagesjaunes.fr/pros/61075086,25,0,,,,,,,https://www.travaux.com/bricolage/serrurier-professionnels,5,794,,,,,,,,,,,,,,,,2026-04-14 17:16:07
txik txak,"Sitelinks, Video preview, Thumbnail",38000,1,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/63479087,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 21:11:45
promesse de fleurs,"Sitelinks, Knowledge panel, Thumbnail, Video preview",37000,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/55445264,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 04:20:29
sos medecin,"Local pack, Video preview",37000,44,0.41,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/sos-medecins,9,603,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 05:12:56
dans nos coeurs 63,"Sitelinks, Video preview",37000,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/57520147,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 03:49:04
casse auto,"Local pack, Video preview",37000,36,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/00524114,10,387,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 02:30:53
vinatis,"Sitelinks, People also ask, Knowledge panel",36000,0,0.56,,,,,,,,,,https://www.pagesjaunes.fr/pros/09502570,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 15:45:01
carrefour city,,36000,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/activites/carrefour-city.html,5,290,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 10:04:06
rtm,"Sitelinks, Video preview, Thumbnail",36000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/00369510,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 04:50:26
guy hoquet,,35000,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/pros/57140181,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:19:43
bricomarche,"AI Overview, Thumbnail",35000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/enseignes-populaires/bricomarche,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:34:37
aeroport bordeaux,"Sitelinks, Knowledge panel, Thumbnail, Video preview",35000,5,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/00315947,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 15:31:19
bijouterie,"Thumbnail, Video preview",35000,67,0.37,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/bijouterie,6,519,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 01:01:18
caisse d epargne,"Sitelinks, Local pack, Video preview",35000,8,0.02,,,,,,,,,,https://www.pagesjaunes.fr/activites/caisse-d-epargne.html,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 23:38:21
credit agricole centre loire,Local pack,35000,24,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/06732835,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 03:50:52
generation mutuelle,"Sitelinks, People also ask, Knowledge panel, Video preview",35000,0,1.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/52366611,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 18:13:39
gamme vert,"Sitelinks, Local pack, Video preview, Thumbnail",35000,20,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/08352385,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 05:23:26
jd sports,"Sitelinks, Local pack, Thumbnail, Video preview",35000,6,0.20,,,,,,,,,,https://www.pagesjaunes.fr/pros/62603395,7,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 20:54:27
boucherie halal,,35000,0,0.09,,,,,,,,,,https://www.pagesjaunes.fr/activites/boucherie-halal.html,4,497,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 07:21:01
mnh,"Sitelinks, People also ask, Local pack, Video preview",35000,0,0.62,,,,,,,,,,https://www.pagesjaunes.fr/pros/00772746,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 04:21:00
impots particuliers,"People also ask, Video preview",34000,36,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/62233868,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 14:46:34
games workshop,"Sitelinks, Thumbnail, Video preview",34000,37,0.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/58487152,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 19:42:57
echographie,"Local pack, People also ask, Thumbnail, Video preview",34000,13,0.22,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/echographie,7,529,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 00:30:43
stomatologue,,34000,0,0.36,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/dentiste-stomatologue,4,2327,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:54:16
espace atypique,"Sitelinks, Local pack, Video preview",33000,5,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/59106418,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 10:32:30
annuaire page blanche,,33000,13,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches,1,39571,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 06:38:39
humanis,"Sitelinks, People also ask",33000,9,0.56,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/ile-de-france/humanis,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 15:37:39
tabac à proximité ouvert actuellement,"People also ask, Video preview",33000,37,,,,,,,,,,,https://www.pagesjaunes.fr/activites/bureau-de-tabac-presse.html,3,4138,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 14:01:40
123 roulement,"Top ads, Sitelinks, Knowledge panel, Bottom ads, Paid sitelinks, Video preview",33000,1,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/52266914,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 18:43:48
okaidi,"Sitelinks, Local pack, Video preview",33000,10,0.02,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/ile-de-france/okaidi,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 05:11:55
karting,"People also ask, Thumbnail, Video preview",32000,7,0.15,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/karting,3,1228,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 06:03:31
la central,Sitelinks,32000,1,0.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/59085928,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:07:58
supermarché autour de moi,Video preview,32000,10,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/supermarches-et-hypermarches-ouvert-maintenant,1,3921,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 19:29:27
la république du centre,"Sitelinks, People also ask, Video preview",32000,1,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/00432662,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 21:04:33
carre blanc,"Sitelinks, Local pack, Video preview",31000,7,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/02400893,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:01:33
kramer,"Sitelinks, Video preview",31000,0,0.41,,,,,,,,,,https://www.pagesjaunes.fr/pros/55135943,3,73,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 22:07:02
francoise saget,"Sitelinks, People also ask, Video preview",31000,4,0.11,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/francoise.saget,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 21:56:13
cainiao france,"People also ask, Thumbnail",31000,1,0.32,,,,,,,,,,https://www.pagesjaunes.fr/pros/62088477,10,808,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 11:56:25
odalys,"Sitelinks, People also ask, Thumbnail, Video preview",31000,5,0.15,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/provence-alpes-cote-d-azur/odalys,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 12:17:27
havaianas,"Sitelinks, Shopping, Thumbnail, Video preview",31000,1,0.21,,,,,,,,,,https://www.pagesjaunes.fr/pros/54090006,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 01:16:15
cardiologue,"Local pack, Sitelinks, People also ask, Video preview",31000,2,0.08,,,,,,,,,,https://www.pagesjaunes.fr/activites/cardiologue.html,9,454,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 14:31:49
dominos,"Sitelinks, Local pack, People also ask, Video preview",30000,8,0.09,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/lyon-69/dominos-pizza,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 19:41:13
arkema,"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",30000,18,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/05608343,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 20:22:44
ikea toulouse,,30000,0,0.27,,,,,,,,,,https://www.pagesjaunes.fr/pros/07498136,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 19:23:21
cap 3000,"Sitelinks, People also ask, Video preview, Thumbnail",30000,6,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/63974412,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 19:50:51
croix rouge,"Sitelinks, Local pack, People also ask, Video preview",30000,30,1.69,,,,,,,,,,https://www.pagesjaunes.fr/pros/09159843,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 12:42:04
laforet,"Sitelinks, Local pack, Video preview",30000,1,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/59557400,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 15:31:32
villaverde,"Local pack, Sitelinks, People also ask, Thumbnail, Video preview",30000,1,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/55688460,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 16:49:02
caav,Video preview,29000,17,0.20,,,,,,,,,,https://www.pagesjaunes.fr/pros/05549229,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 10:11:19
alptis,"Sitelinks, Local pack, Video preview",29000,2,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/61623763,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 13:55:52
maxi zoo,"Sitelinks, Local pack, Video preview",29000,0,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/50189484,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 00:47:24
magasin vert,"Sitelinks, Local pack, Thumbnail",29000,24,0.17,,,,,,,,,,https://www.pagesjaunes.fr/pros/58639589,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:31:12
credit agricole idf,Local pack,29000,53,0.01,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/paris-75/credit-agricole,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 21:13:55
voyage antillais,"Sitelinks, Local pack, Thumbnail, Video preview",29000,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/52577971,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 10:27:16
cnetp,"Sitelinks, Knowledge panel",29000,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/51294117,3,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 17:14:14
lidl autour de moi,"Local pack, Sitelinks",29000,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/activites/lidl.html,4,940,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 02:36:07
parc aquatique,"People also ask, Thumbnail, Video preview",29000,26,0.14,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/nouvelle-aquitaine/parc-aquatique,7,87,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 21:27:43
agence de voyage,"Local pack, People also ask, Video preview",29000,76,0.43,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/agences-de-voyages,10,382,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 21:34:33
espace emeraude,,29000,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/pays-de-la-loire/espace-emeraude,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 07:37:27
espaces atypiques,"Sitelinks, Local pack, Video preview",28000,2,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/61838093,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 20:57:04
fleuriste autour de moi,,28000,0,0.40,,,,,,,,,,https://www.pagesjaunes.fr/activites/fleuriste-ouvert-maintenant.html,3,1041,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 18:44:39
jardinerie autour de moi,People also ask,28000,76,0.08,,,,,,,,,,https://www.pagesjaunes.fr/activites/jardinerie.html,2,1284,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 02:51:24
autodistribution,"Local pack, Sitelinks, Video preview",28000,15,0.25,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/aquitaine/auto-distribution,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 05:36:16
