nom,email,telephone,adresse,code_insee,site_web
Agglomération - Muretain,accueil@agglo-muretain.fr,"[{""valeur"": ""05 34 46 30 30"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 bis avenue Vincent-Auriol"", ""service_distribution"": """", ""code_postal"": ""31601"", ""nom_commune"": ""Muret"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.3361539"", ""latitude"": ""43.4685852""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 bis avenue Vincent-Auriol"", ""service_distribution"": ""CS 40029"", ""code_postal"": ""31601"", ""nom_commune"": ""Muret Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",31395,"[{""libelle"": """", ""valeur"": ""http://www.agglo-muretain.fr""}]"
Communauté d'agglomération - Maubeuge Val de Sambre,amvs@amvs.fr,"[{""valeur"": ""03 27 53 01 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""18 rue du 145e-Régiment-d'Infanterie"", ""service_distribution"": """", ""code_postal"": ""59600"", ""nom_commune"": ""Maubeuge"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.97781"", ""latitude"": ""50.28998""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place du Pavillon"", ""service_distribution"": ""BP 50234"", ""code_postal"": ""59603"", ""nom_commune"": ""Maubeuge Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.9751111"", ""latitude"": ""50.2793709""}]",59392,"[{""libelle"": """", ""valeur"": ""https://agglo-maubeugevaldesambre.fr/""}]"
Communauté de communes - Saône Doubs Bresse,contact@saonedoubsbresse.fr,"[{""valeur"": ""03 85 91 66 16"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""16 rue de la République"", ""service_distribution"": """", ""code_postal"": ""71350"", ""nom_commune"": ""Verdun-Ciel"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.024234"", ""latitude"": ""46.895695""}]",71566,"[{""libelle"": """", ""valeur"": ""http://www.saonedoubsbresse.fr""}]"
Communauté de communes - Sundgau,accueil@cc-sundgau.fr,"[{""valeur"": ""03 89 08 36 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""Avenue du 8ème régiment de Hussards"", ""numero_voie"": ""Quartier Plessier"", ""service_distribution"": """", ""code_postal"": ""68131"", ""nom_commune"": ""Altkirch Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""7.24239349365"", ""latitude"": ""47.6219010491""}]",68004,"[{""libelle"": """", ""valeur"": ""https://www.cc-sundgau.fr/""}]"
Communauté de communes - Clermontais,accueil@cc-clermontais.fr,"[{""valeur"": ""04 67 88 95 50"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""20 avenue Raymond-Lacombe"", ""service_distribution"": """", ""code_postal"": ""34800"", ""nom_commune"": ""Clermont-l'Hérault"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.4371543"", ""latitude"": ""43.6241501""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""20 avenue Raymond-Lacombe"", ""service_distribution"": ""BP 40"", ""code_postal"": ""34800"", ""nom_commune"": ""Clermont-l'Hérault"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",34079,"[{""libelle"": """", ""valeur"": ""https://www.cc-clermontais.fr/""}]"
Communauté de communes - Pays Beaume Drobie,comcom@pays-beaumedrobie.com,"[{""valeur"": ""04 75 89 80 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""134 montée de la Chastelanne"", ""service_distribution"": """", ""code_postal"": ""07260"", ""nom_commune"": ""Joyeuse"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.240216"", ""latitude"": ""44.479359""}]",07110,"[{""libelle"": """", ""valeur"": ""https://www.pays-beaumedrobie.com/""}]"
Communauté de communes - Rives du Haut Allier,cc@rivesduhautallier.fr,"[{""valeur"": ""04 71 77 26 51"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 place André-Roux"", ""service_distribution"": """", ""code_postal"": ""43300"", ""nom_commune"": ""Langeac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.495024"", ""latitude"": ""45.0984166""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 place André-Roux"", ""service_distribution"": ""BP 10"", ""code_postal"": ""43300"", ""nom_commune"": ""Langeac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",43112,"[{""libelle"": """", ""valeur"": ""https://www.rivesduhautallier.fr/""}]"
Communauté de communes - Agly Fenouillèdes,contact@cc-aglyfenouilledes.fr,"[{""valeur"": ""04 68 59 20 13"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""14 rue de Lesquerde"", ""service_distribution"": """", ""code_postal"": ""66220"", ""nom_commune"": ""Saint-Paul-de-Fenouillet"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.5073797"", ""latitude"": ""42.8102957""}]",66187,"[{""libelle"": """", ""valeur"": ""http://www.cc-aglyfenouilledes.fr""}]"
Communauté de communes - Pays des Sorgues et Monts de Vaucluse,contact@ccpsmv.fr,"[{""valeur"": ""04 90 21 43 11"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""350 avenue de la Petite-Marine"", ""service_distribution"": """", ""code_postal"": ""84800"", ""nom_commune"": ""L'Isle-sur-la-Sorgue"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.04941940308"", ""latitude"": ""43.9153308565""}]",84054,"[{""libelle"": """", ""valeur"": ""https://www.paysdessorgues.fr/""}]"
Communauté de communes - Causses à l'Aubrac,contact@caussesaubrac.fr,"[{""valeur"": ""05 65 70 69 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""3 place de la Fontaine"", ""service_distribution"": """", ""code_postal"": ""12310"", ""nom_commune"": ""Palmas d'Aveyron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.876877"", ""latitude"": ""44.41234""}]",12177,"[{""libelle"": """", ""valeur"": ""http://www.caussesaubrac.fr""}]"
Communauté de communes - Houve Pays Boulageois,contact@cchpb.net,"[{""valeur"": ""03 87 79 52 90"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""29 A rue de Sarrelouis"", ""service_distribution"": """", ""code_postal"": ""57220"", ""nom_commune"": ""Boulay-Moselle"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.78325199999995"", ""latitude"": ""47.980251""}]",57097,"[{""libelle"": """", ""valeur"": ""https://www.paysboulageois.fr/""}]"
Communauté de communes - Astarac Arros en Gascogne,contact@cdcaag.fr,"[{""valeur"": ""05 62 64 84 51"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""19 avenue de Gascogne"", ""service_distribution"": """", ""code_postal"": ""32730"", ""nom_commune"": ""Villecomtal-sur-Arros"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.2003763"", ""latitude"": ""43.4019376""}]",32464,"[{""libelle"": """", ""valeur"": ""https://www.cdcaag.fr/""}]"
Communauté de communes - Maremne Adour Côte Sud,contact@cc-macs.org,"[{""valeur"": ""05 58 77 23 23"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Allée des Camélias"", ""service_distribution"": """", ""code_postal"": ""40230"", ""nom_commune"": ""Saint-Vincent-de-Tyrosse"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.316188"", ""latitude"": ""43.662027""}]",40284,"[{""libelle"": """", ""valeur"": ""https://www.cc-macs.org/""}]"
Communauté de communes - Auzon,contact@cc-auzon.fr,"[{""valeur"": ""04 73 54 02 28"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Rue Jean-Catinot"", ""service_distribution"": """", ""code_postal"": ""43250"", ""nom_commune"": ""Sainte-Florine"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.32264729"", ""latitude"": ""45.4020277""}]",43016,"[{""libelle"": """", ""valeur"": ""https://www.cc-auzon.fr/""}]"
Communauté de communes - Sausseron Impressionnistes,secretariat@sausseron-impressionnistes.fr,"[{""valeur"": ""01 85 38 03 70"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Mairie"", ""complement2"": ""Parc Van-Gogh"", ""numero_voie"": ""38 rue du Général-de-Gaulle"", ""service_distribution"": """", ""code_postal"": ""95430"", ""nom_commune"": ""Auvers-sur-Oise"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.171411"", ""latitude"": ""49.070354""}]",95039,"[{""libelle"": """", ""valeur"": ""http://www.sausseron-impressionnistes.fr""}]"
Communauté de communes - Ouest Vosgien,contact@ccov.fr,"[{""valeur"": ""03 29 94 08 77"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 bis avenue François-de-Neufchâteau"", ""service_distribution"": """", ""code_postal"": ""88300"", ""nom_commune"": ""Neufchâteau"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.6933819"", ""latitude"": ""48.3502299""}]",88321,"[{""libelle"": """", ""valeur"": ""https://www.ccov.fr/""}]"
Communauté de communes - Jalle Eau Bourde,cdc@jalleeaubourde.fr,"[{""valeur"": ""05 56 78 13 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Hôtel de Ville"", ""complement2"": """", ""numero_voie"": ""2 avenue du Baron-Haussmann"", ""service_distribution"": """", ""code_postal"": ""33610"", ""nom_commune"": ""Cestas"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.68557"", ""latitude"": ""44.741608""}]",33122,"[{""libelle"": """", ""valeur"": ""https://jalleeaubourde.fr/""}]"
Communauté de communes - Cévennes Gangeoises et Suménoises,contact@cdcgangesumene.fr,"[{""valeur"": ""04 67 73 78 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""26 avenue Pasteur"", ""service_distribution"": """", ""code_postal"": ""34190"", ""nom_commune"": ""Ganges"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.7107827"", ""latitude"": ""43.9325188""}]",34111,"[{""libelle"": """", ""valeur"": ""https://cdcgangesumene.fr/""}]"
Communauté de communes - Pays de Saint-Aulaye,cdc-staulaye@orange.fr,"[{""valeur"": ""05 53 91 86 37"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Place Émile-Cheylud"", ""service_distribution"": """", ""code_postal"": ""24490"", ""nom_commune"": ""La Roche-Chalais"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.006639"", ""latitude"": ""45.152596""}]",24376,"[{""libelle"": """", ""valeur"": ""http://www.cc-paysdesaintaulaye.fr""}]"
Communauté de communes - Sud Retz Atlantique,contact@ccsudretzatlantique.fr,"[{""valeur"": ""02 40 02 32 62"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Maison de l'intercommunalité"", ""complement2"": ""2 rue Galilée"", ""numero_voie"": ""ZIA de la Seiglerie 3"", ""service_distribution"": """", ""code_postal"": ""44270"", ""nom_commune"": ""Machecoul"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.8197922"", ""latitude"": ""46.9938394""}]",44087,"[{""libelle"": """", ""valeur"": ""https://www.sud-retz-atlantique.fr/""}]"
Communauté de communes - Montagne d'Ardèche,accueil@montagne-ardeche.fr,"[{""valeur"": ""04 66 46 59 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""620 rue de la zone artisanale Les Eygades"", ""service_distribution"": """", ""code_postal"": ""07470"", ""nom_commune"": ""Coucouron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.9706505"", ""latitude"": ""44.8039888""}]",07071,"[{""libelle"": """", ""valeur"": ""https://cc-montagne-ardeche.fr/""}]"
Communauté de communes - Saves,contact@ccsaves32.fr,"[{""valeur"": ""05 62 62 68 70"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""37 avenue de la Gailloue"", ""service_distribution"": """", ""code_postal"": ""32220"", ""nom_commune"": ""Lombez"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.91201"", ""latitude"": ""43.4758039""}]",32213,"[{""libelle"": """", ""valeur"": ""https://www.ccsaves32.fr/""}]"
Communauté de communes - Carnelle Pays de France,contact@c3pf.fr,"[{""valeur"": ""01 34 71 94 06"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""3 rue François-de-Ganay"", ""complement2"": """", ""numero_voie"": ""Domaine de la Motte"", ""service_distribution"": """", ""code_postal"": ""95270"", ""nom_commune"": ""Luzarches"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.428499032942824"", ""latitude"": ""49.11245298996215""}]",95352,"[{""libelle"": """", ""valeur"": ""https://carnelle-pays-de-france.fr/""}]"
Communauté de communes - Pays de Valois,info@cc-paysdevalois.fr,"[{""valeur"": ""03 44 88 05 09"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""62 rue de Soissons"", ""service_distribution"": """", ""code_postal"": ""60800"", ""nom_commune"": ""Crépy-en-Valois"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.8999079"", ""latitude"": ""49.2344468""}]",60176,"[{""libelle"": """", ""valeur"": ""https://www.cc-paysdevalois.fr/""}, {""libelle"": ""Pour les déclarations d'urbanisme."", ""valeur"": ""https://www.cc-paysdevalois.fr/environnement-et-amenagement/amenagement-territoire-urbanisme/gnau/""}]"
Communauté de communes - Pays de Revigny-sur-Ornain,contact@copary.fr,"[{""valeur"": ""03 29 78 75 69"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""5 bis rue du 15eme corps"", ""service_distribution"": """", ""code_postal"": ""55800"", ""nom_commune"": ""Revigny-sur-Ornain"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.980228"", ""latitude"": ""48.819681""}]",55427,"[{""libelle"": """", ""valeur"": ""https://www.copary.fr/index.php""}]"
Communauté de communes - La Station des Rousses,contact@cc-stationdesrousses.fr,"[{""valeur"": ""03 84 60 52 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""Fort des Rousses"", ""numero_voie"": ""Rue du Sergent-Chef-Benoît-Lizon"", ""service_distribution"": """", ""code_postal"": ""39220"", ""nom_commune"": ""Les Rousses"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.0599899292"", ""latitude"": ""46.4838557272""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": ""Fort des Rousses"", ""numero_voie"": ""Rue du Sergent-Chef-Benoît-Lizon"", ""service_distribution"": ""BP 14"", ""code_postal"": ""39220"", ""nom_commune"": ""Les Rousses"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",39470,"[{""libelle"": """", ""valeur"": ""https://www.cc-stationdesrousses.fr/""}]"
Communauté de communes - Coeur de Nacre,contact@coeurdenacre.fr,"[{""valeur"": ""02 31 97 43 32"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""7 rue de l'Église"", ""service_distribution"": """", ""code_postal"": ""14440"", ""nom_commune"": ""Douvres-la-Délivrande"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.3769533"", ""latitude"": ""49.2950156""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""7 rue de l'Église"", ""service_distribution"": ""BP 33"", ""code_postal"": ""14440"", ""nom_commune"": ""Douvres-la-Délivrande"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",14228,"[{""libelle"": """", ""valeur"": ""https://www.coeurdenacre.fr/web/index.php""}]"
Communauté de communes - La Sologne des Etangs,contact@sologne-des-etangs.fr,"[{""valeur"": ""02 54 94 62 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Domaine de Villemorant"", ""service_distribution"": """", ""code_postal"": ""41210"", ""nom_commune"": ""Neung-sur-Beuvron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.8057639"", ""latitude"": ""47.5341999""}]",41159,"[{""libelle"": """", ""valeur"": ""https://www.sologne-des-etangs.fr""}]"
Communauté de communes - Deux Vallées Vertes,contact@cc2vv.fr,"[{""valeur"": ""03 81 97 85 10"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""23 avenue Gaston-Renaud"", ""service_distribution"": """", ""code_postal"": ""25340"", ""nom_commune"": ""Pays-de-Clerval"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.493475"", ""latitude"": ""47.395242""}]",25156,"[{""libelle"": """", ""valeur"": ""https://www.cc2vv.fr/""}]"
Communauté de communes - Comtal Lot et Truyère,secretariat@3clt.fr,"[{""valeur"": ""05 65 48 29 02"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""18 bis avenue Marcel-Lautard"", ""service_distribution"": """", ""code_postal"": ""12500"", ""nom_commune"": ""Espalion"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.758264"", ""latitude"": ""44.520756""}]",12096,"[{""libelle"": """", ""valeur"": ""https://comtal-lot-truyere.fr/""}]"
